country,city,total_events,total_conversions,conversion_rate_pct,last_updated
Bulgaria,Zacharymouth,1,0,0.00,2026-03-24 16:47:22.276418
Chad,North Bridget,1,1,100.00,2026-03-24 16:53:09.535519
Namibia,Jonesstad,1,0,0.00,2026-03-24 16:54:46.740065
Finland,Brooksborough,1,0,0.00,2026-03-24 16:47:17.719672
Romania,Chanview,1,1,100.00,2026-03-24 16:51:41.061873
Timor-Leste,Port Michael,1,1,100.00,2026-03-24 16:49:29.513265
Cuba,Lake Andrew,1,1,100.00,2026-03-24 17:01:46.790791
Indonesia,Port Keith,1,0,0.00,2026-03-24 16:49:26.146257
United Arab Emirates,East Kevinshire,1,0,0.00,2026-03-24 16:51:17.552369
Japan,Port Bettyborough,1,0,0.00,2026-03-24 16:57:15.997646
Saint Lucia,Aliciaport,1,0,0.00,2026-03-24 16:47:16.971788
Uruguay,Charleshaven,1,0,0.00,2026-03-24 16:47:16.669689
Seychelles,Wayneborough,1,0,0.00,2026-03-24 16:53:10.053989
Western Sahara,Port Adam,1,0,0.00,2026-03-24 16:49:50.098938
Bulgaria,New Lindseymouth,1,0,0.00,2026-03-24 16:51:16.691698
Liechtenstein,Port Melissashire,1,1,100.00,2026-03-24 16:49:09.839593
Saint Martin,Andersonmouth,1,0,0.00,2026-03-24 16:47:15.438584
Netherlands Antilles,Wallacefurt,1,1,100.00,2026-03-24 17:00:44.949960
Czech Republic,East Jenniferview,1,1,100.00,2026-03-24 16:50:06.287523
Saudi Arabia,South John,1,0,0.00,2026-03-24 17:00:11.429979
Korea,Andrewtown,1,0,0.00,2026-03-24 16:47:40.240698
Australia,South Miguelbury,1,0,0.00,2026-03-24 16:48:45.659020
Bhutan,West Raymond,1,0,0.00,2026-03-24 16:47:19.462228
Puerto Rico,South Bryanburgh,1,0,0.00,2026-03-24 16:48:44.523538
Guyana,Moorechester,1,1,100.00,2026-03-24 16:57:15.062377
Chile,New Tamaraville,1,0,0.00,2026-03-24 16:55:10.274774
Malta,Port Adrian,1,0,0.00,2026-03-24 17:01:46.275674
Montenegro,Chasemouth,1,0,0.00,2026-03-24 16:47:23.053158
Kazakhstan,New Jenniferbury,1,0,0.00,2026-03-24 16:47:17.875033
Suriname,Port Susanland,1,0,0.00,2026-03-24 16:47:16.049226
Saudi Arabia,East Jessica,1,0,0.00,2026-03-24 16:51:16.348157
Iraq,Richardfort,1,0,0.00,2026-03-24 16:54:13.941453
French Guiana,Michaelville,1,1,100.00,2026-03-24 16:51:38.674005
Wallis and Futuna,New Oscar,1,0,0.00,2026-03-24 16:48:11.760687
Aruba,Smithside,1,0,0.00,2026-03-24 16:56:08.448761
India,Theresatown,1,0,0.00,2026-03-24 16:50:46.955016
Czech Republic,Russellhaven,1,0,0.00,2026-03-24 17:00:13.456038
Nigeria,Lake Jeremy,1,0,0.00,2026-03-24 16:47:20.490642
Cameroon,Lake Christopher,1,0,0.00,2026-03-24 16:53:44.313120
Korea,South Keith,1,0,0.00,2026-03-24 16:52:11.291710
Palestinian Territory,Reynoldsstad,1,0,0.00,2026-03-24 16:47:20.754619
Chile,South Danielle,1,0,0.00,2026-03-24 16:47:17.264064
Colombia,Lake Kylehaven,1,0,0.00,2026-03-24 16:51:41.950276
Korea,Lake Georgeberg,1,0,0.00,2026-03-24 16:48:09.128703
Belarus,Jonville,1,0,0.00,2026-03-24 16:58:11.712585
Korea,Stephenbury,1,1,100.00,2026-03-24 16:52:11.545169
Syrian Arab Republic,New Amy,1,0,0.00,2026-03-24 16:47:20.423065
Equatorial Guinea,West Ericaside,1,0,0.00,2026-03-24 16:49:12.341286
Georgia,Troyhaven,1,0,0.00,2026-03-24 16:47:20.908946
Malaysia,Bradleyton,1,1,100.00,2026-03-24 16:53:47.127020
Chad,Lake Nathanieltown,1,0,0.00,2026-03-24 16:49:49.959341
Heard Island and McDonald Islands,Francisburgh,1,1,100.00,2026-03-24 17:00:43.323033
Guinea-Bissau,Wilkersonhaven,1,1,100.00,2026-03-24 16:59:16.334076
Gabon,Wendyshire,1,0,0.00,2026-03-24 16:58:12.251213
New Zealand,Jessicabury,1,1,100.00,2026-03-24 16:47:44.114878
Norfolk Island,Davidfurt,1,0,0.00,2026-03-24 17:00:11.834068
Chad,Lake Tyler,1,0,0.00,2026-03-24 16:55:09.502465
Christmas Island,Kaylaport,1,0,0.00,2026-03-24 16:55:11.879668
Papua New Guinea,Madelineburgh,1,0,0.00,2026-03-24 16:50:08.008198
Hong Kong,Amandabury,1,1,100.00,2026-03-24 16:51:17.288774
Denmark,Raymondville,1,1,100.00,2026-03-24 16:49:12.082484
Congo,Lake Billyburgh,1,0,0.00,2026-03-24 16:59:15.696986
Tonga,West Debra,1,0,0.00,2026-03-24 16:48:11.397067
Canada,Hesterton,1,1,100.00,2026-03-24 17:00:13.578730
Saint Vincent and the Grenadines,Lopezmouth,1,0,0.00,2026-03-24 16:49:49.581408
Armenia,West Jesusport,1,0,0.00,2026-03-24 17:01:06.894848
Algeria,Hillburgh,1,0,0.00,2026-03-24 16:54:14.124917
Niger,East Jennifertown,1,0,0.00,2026-03-24 16:57:14.831415
Cocos (Keeling) Islands,Karimouth,1,0,0.00,2026-03-24 16:51:16.104771
Mayotte,North Karen,1,0,0.00,2026-03-24 16:57:44.484949
Korea,South Kristin,1,1,100.00,2026-03-24 16:52:44.934742
Ethiopia,Port Christopherland,1,0,0.00,2026-03-24 16:53:09.129769
Liberia,South Brittany,1,0,0.00,2026-03-24 17:00:13.255024
Suriname,Brownchester,1,0,0.00,2026-03-24 16:56:33.707445
Iceland,Howellland,1,1,100.00,2026-03-24 16:50:05.997890
Spain,Robinsonhaven,1,0,0.00,2026-03-24 17:01:07.202080
Kuwait,Shepherdshire,1,1,100.00,2026-03-24 16:49:10.629788
El Salvador,South Curtis,1,0,0.00,2026-03-24 17:00:12.526443
China,Fordview,1,0,0.00,2026-03-24 16:59:41.505745
Montenegro,West Andrea,1,0,0.00,2026-03-24 16:59:40.988186
Turkey,East Jeffrey,1,0,0.00,2026-03-24 16:51:42.437139
Anguilla,Whitehaven,1,0,0.00,2026-03-24 16:59:13.983474
Niue,Port Charleschester,1,0,0.00,2026-03-24 16:48:45.849292
Svalbard & Jan Mayen Islands,Greenton,1,0,0.00,2026-03-24 16:47:41.795000
Mauritius,North Joanna,1,0,0.00,2026-03-24 17:00:46.724356
Saint Pierre and Miquelon,Ericaburgh,1,0,0.00,2026-03-24 16:49:46.499831
Vietnam,Rodriguezland,1,0,0.00,2026-03-24 16:58:08.321717
Cote d'Ivoire,South Tabithatown,1,0,0.00,2026-03-24 16:49:13.146719
Bangladesh,Lisaville,1,0,0.00,2026-03-24 16:50:04.809640
Palestinian Territory,Wareshire,1,0,0.00,2026-03-24 16:53:08.117905
Palau,Tylerland,1,1,100.00,2026-03-24 16:47:22.118641
Niger,Olsonborough,1,0,0.00,2026-03-24 16:52:09.258543
Czech Republic,East Robert,1,1,100.00,2026-03-24 16:56:36.686965
Croatia,Lake Joshuashire,1,1,100.00,2026-03-24 16:47:18.402505
Falkland Islands (Malvinas),Higginsborough,1,0,0.00,2026-03-24 17:01:46.170821
Comoros,Hunterville,1,0,0.00,2026-03-24 16:55:12.194117
Moldova,Ricestad,1,0,0.00,2026-03-24 16:51:40.556797
Russian Federation,Port Michaelview,1,0,0.00,2026-03-24 16:51:17.603034
Bermuda,Masonside,1,1,100.00,2026-03-24 16:47:22.823154
Guadeloupe,South Normaport,1,0,0.00,2026-03-24 16:58:09.442439
China,Schultzburgh,1,0,0.00,2026-03-24 16:53:45.562415
Hong Kong,East Nathanburgh,1,0,0.00,2026-03-24 16:58:11.554081
Korea,Camposton,1,0,0.00,2026-03-24 16:52:11.291710
Christmas Island,Juantown,1,0,0.00,2026-03-24 16:47:21.622791
Suriname,Mooreshire,1,0,0.00,2026-03-24 16:50:44.483252
Uganda,Williamsland,1,0,0.00,2026-03-24 16:47:17.719672
Netherlands,East Joshua,1,0,0.00,2026-03-24 17:01:06.109674
Taiwan,Youngshire,1,1,100.00,2026-03-24 16:58:08.344067
Saint Lucia,Peggyville,1,0,0.00,2026-03-24 16:57:44.667156
Sao Tome and Principe,East Ericfort,1,0,0.00,2026-03-24 16:54:17.167999
Guadeloupe,Davidmouth,1,0,0.00,2026-03-24 16:53:09.965967
Tanzania,Marshland,1,0,0.00,2026-03-24 16:47:18.838063
Russian Federation,Harrisland,1,0,0.00,2026-03-24 16:47:19.857488
United States of America,West Douglas,1,0,0.00,2026-03-24 16:49:13.469391
Slovakia (Slovak Republic),Port Jamesside,1,1,100.00,2026-03-24 16:47:19.849484
Barbados,Danielmouth,1,0,0.00,2026-03-24 16:58:40.380830
Sao Tome and Principe,West Brianview,1,0,0.00,2026-03-24 16:51:14.128119
Colombia,South Edward,1,0,0.00,2026-03-24 16:47:40.817958
Saint Lucia,Bowenstad,1,0,0.00,2026-03-24 16:47:22.738294
Tanzania,West Susan,1,0,0.00,2026-03-24 16:58:40.380039
Norway,Port Lindsay,1,1,100.00,2026-03-24 16:56:37.030557
Timor-Leste,North Ashley,1,0,0.00,2026-03-24 16:49:50.247085
Serbia,Torresstad,1,0,0.00,2026-03-24 16:48:12.730591
Russian Federation,Suttontown,1,0,0.00,2026-03-24 16:47:20.299092
Pakistan,Jackland,1,0,0.00,2026-03-24 16:50:04.674061
Barbados,East Rickystad,1,1,100.00,2026-03-24 16:48:10.433640
India,South Peter,1,0,0.00,2026-03-24 16:47:20.908946
Russian Federation,Ericburgh,1,1,100.00,2026-03-24 16:55:38.620626
Tokelau,Wadebury,1,0,0.00,2026-03-24 16:47:21.908849
Congo,Davidfort,1,1,100.00,2026-03-24 16:49:27.258007
Mongolia,Port Dianabury,1,0,0.00,2026-03-24 16:50:45.764372
Chile,South Francisco,1,0,0.00,2026-03-24 16:47:16.669689
Western Sahara,Dennisbury,1,1,100.00,2026-03-24 16:56:04.079753
Greece,Brooksshire,1,0,0.00,2026-03-24 16:47:22.447420
Somalia,Brownhaven,1,1,100.00,2026-03-24 16:47:17.264064
British Virgin Islands,Yvonneside,1,0,0.00,2026-03-24 16:47:16.051664
Georgia,Lake Zachary,1,1,100.00,2026-03-24 16:47:21.371439
Cocos (Keeling) Islands,New Stanleyview,1,1,100.00,2026-03-24 16:57:12.692863
Ireland,Lindsaystad,1,0,0.00,2026-03-24 16:50:06.082738
Brunei Darussalam,West Samantha,1,0,0.00,2026-03-24 16:59:13.017814
Azerbaijan,Port Jacob,1,0,0.00,2026-03-24 17:00:44.929809
Suriname,New Diane,1,0,0.00,2026-03-24 16:52:11.194205
Poland,South Amber,1,0,0.00,2026-03-24 16:49:26.757260
Honduras,East Jason,1,1,100.00,2026-03-24 16:49:12.945592
Qatar,Nicholsonchester,1,0,0.00,2026-03-24 16:47:20.855163
Tunisia,Reyesberg,1,0,0.00,2026-03-24 16:57:15.585263
Honduras,Lake Michael,1,0,0.00,2026-03-24 16:49:27.677204
Haiti,Ryanton,1,0,0.00,2026-03-24 16:59:43.076666
Bahamas,East Shane,1,0,0.00,2026-03-24 16:57:14.795037
Eritrea,Jameston,1,0,0.00,2026-03-24 17:00:44.498506
Belarus,Kevinfort,1,0,0.00,2026-03-24 16:54:13.433870
Fiji,Port Laurenmouth,1,0,0.00,2026-03-24 16:49:08.196268
Heard Island and McDonald Islands,Robinsonshire,1,0,0.00,2026-03-24 16:51:16.081758
Japan,Burchberg,1,0,0.00,2026-03-24 16:47:16.447581
San Marino,North Ronald,1,0,0.00,2026-03-24 16:50:09.158026
Rwanda,New Laurieburgh,1,1,100.00,2026-03-24 16:47:16.447581
Rwanda,Nicolemouth,1,0,0.00,2026-03-24 16:47:43.026552
Netherlands Antilles,North Dustin,1,0,0.00,2026-03-24 16:47:18.402505
Cocos (Keeling) Islands,Harringtonport,1,0,0.00,2026-03-24 16:49:07.883287
Nauru,Alexanderville,1,0,0.00,2026-03-24 16:54:17.167999
Bolivia,Jefferymouth,1,0,0.00,2026-03-24 17:00:11.552361
Seychelles,Walkertown,1,0,0.00,2026-03-24 16:51:42.626253
Cape Verde,South Adam,1,0,0.00,2026-03-24 16:58:11.890365
Czech Republic,Lewisburgh,1,0,0.00,2026-03-24 16:47:16.219322
Costa Rica,Leefurt,1,0,0.00,2026-03-24 16:51:38.971136
Gibraltar,Hicksburgh,1,0,0.00,2026-03-24 16:57:13.681090
Bouvet Island (Bouvetoya),South Meganburgh,1,0,0.00,2026-03-24 16:54:46.525431
Rwanda,Diazland,1,0,0.00,2026-03-24 16:47:17.188483
Sri Lanka,Christensenhaven,1,0,0.00,2026-03-24 16:47:17.502341
Monaco,Ericstad,1,0,0.00,2026-03-24 16:57:47.422172
Israel,East Kyle,1,0,0.00,2026-03-24 16:57:42.695974
Hong Kong,Port Christopherside,1,0,0.00,2026-03-24 16:51:42.397040
Lithuania,West Matthew,1,0,0.00,2026-03-24 16:47:22.677305
Cook Islands,Jacquelinemouth,1,0,0.00,2026-03-24 16:48:46.036516
Trinidad and Tobago,West Amyburgh,1,0,0.00,2026-03-24 16:56:05.746585
Heard Island and McDonald Islands,Catherineberg,1,0,0.00,2026-03-24 16:58:41.144563
Greenland,Lawrencefort,1,0,0.00,2026-03-24 16:57:47.171624
Anguilla,Powellshire,1,0,0.00,2026-03-24 17:01:06.024827
Mayotte,Port Jasminfurt,1,0,0.00,2026-03-24 16:49:10.579990
Saint Pierre and Miquelon,Port Alyssa,1,0,0.00,2026-03-24 16:54:46.596274
Vietnam,Port Gary,1,0,0.00,2026-03-24 16:55:09.735021
Finland,Muellerburgh,1,0,0.00,2026-03-24 16:55:40.248781
Spain,South Scottfort,1,0,0.00,2026-03-24 16:49:12.551331
Mauritius,West Katie,1,1,100.00,2026-03-24 16:48:46.200976
Greece,South Emily,1,0,0.00,2026-03-24 16:48:11.719322
Russian Federation,North Garyside,1,0,0.00,2026-03-24 16:47:20.049881
Finland,North Stephanieshire,1,0,0.00,2026-03-24 16:55:09.501295
Jamaica,Matthewfurt,1,0,0.00,2026-03-24 16:51:14.248277
Sierra Leone,North Tina,1,0,0.00,2026-03-24 16:47:20.490642
Thailand,Georgebury,1,0,0.00,2026-03-24 16:53:12.053390
Niger,Rachaelstad,1,0,0.00,2026-03-24 16:50:03.867794
Turkmenistan,Cherylport,1,0,0.00,2026-03-24 16:54:16.839151
British Indian Ocean Territory (Chagos Archipelago),South Christopher,1,0,0.00,2026-03-24 16:49:12.299395
United Arab Emirates,Stacymouth,1,0,0.00,2026-03-24 16:47:16.971788
Comoros,South Jonathan,1,0,0.00,2026-03-24 17:01:04.676045
Egypt,East Sandraton,1,0,0.00,2026-03-24 16:55:41.536028
Vanuatu,Lake Jessica,1,0,0.00,2026-03-24 16:50:46.269422
Comoros,Henryborough,1,0,0.00,2026-03-24 16:55:09.119115
Serbia,Lake Jessica,1,1,100.00,2026-03-24 16:53:44.556578
Iran,Sparkstown,1,0,0.00,2026-03-24 17:01:04.538382
Italy,Lake Kimberlyfort,1,0,0.00,2026-03-24 16:59:15.114545
Mozambique,South Jennifer,1,0,0.00,2026-03-24 16:47:19.363088
Niue,Ericland,1,0,0.00,2026-03-24 16:48:44.616366
Senegal,Jamesmouth,1,0,0.00,2026-03-24 17:00:43.276019
Macao,South Cherylview,1,1,100.00,2026-03-24 16:53:11.760665
Thailand,Whitebury,1,1,100.00,2026-03-24 16:54:43.867968
New Zealand,New Josephstad,1,0,0.00,2026-03-24 16:55:11.207502
Chile,Staceyside,1,0,0.00,2026-03-24 16:52:09.390018
Mayotte,New Emily,1,0,0.00,2026-03-24 17:00:44.058343
Sudan,West Robertstad,1,0,0.00,2026-03-24 17:01:45.568548
Isle of Man,East Jaredville,1,1,100.00,2026-03-24 16:49:10.503021
Oman,Amyview,1,0,0.00,2026-03-24 16:47:42.818558
United States Virgin Islands,Port William,1,1,100.00,2026-03-24 16:58:10.670573
Rwanda,Bentonborough,1,0,0.00,2026-03-24 16:55:42.165131
Malta,New Nancytown,1,0,0.00,2026-03-24 16:55:10.385119
Montserrat,Port Kayla,1,0,0.00,2026-03-24 16:59:15.046163
Ethiopia,Andreville,1,0,0.00,2026-03-24 17:01:47.209328
Suriname,Lindaborough,1,0,0.00,2026-03-24 16:47:18.020977
Cayman Islands,West Daniel,1,1,100.00,2026-03-24 16:47:17.665814
Cameroon,Lake Laurenburgh,1,0,0.00,2026-03-24 16:51:16.993206
Panama,Amandamouth,1,0,0.00,2026-03-24 16:49:46.872372
Nigeria,West Dennis,1,0,0.00,2026-03-24 16:52:45.037293
Micronesia,Port Miguel,1,0,0.00,2026-03-24 16:47:22.663804
Christmas Island,West Daniel,1,1,100.00,2026-03-24 16:48:44.721833
Somalia,Moodymouth,1,1,100.00,2026-03-24 16:48:09.603933
Samoa,South Robertchester,1,0,0.00,2026-03-24 16:47:16.849599
Cook Islands,New Ryanland,1,0,0.00,2026-03-24 16:58:41.812243
Iran,Michelleport,1,1,100.00,2026-03-24 16:47:21.731338
Kiribati,Deleonborough,1,0,0.00,2026-03-24 16:52:11.136003
Mali,West Sherryshire,1,0,0.00,2026-03-24 16:49:48.855322
French Guiana,Courtneybury,1,0,0.00,2026-03-24 16:54:46.551342
Seychelles,Timothyberg,1,0,0.00,2026-03-24 16:55:39.285601
Cape Verde,Lindamouth,1,0,0.00,2026-03-24 16:52:47.258723
Guinea-Bissau,Scottbury,1,0,0.00,2026-03-24 17:00:42.890148
Saint Barthelemy,Bryantmouth,1,0,0.00,2026-03-24 16:49:11.169876
Canada,West Tammy,1,0,0.00,2026-03-24 16:52:09.042499
Iraq,Timothyshire,1,0,0.00,2026-03-24 17:00:12.144903
Mauritius,North Gabrielview,1,0,0.00,2026-03-24 16:54:46.442409
Montserrat,Blakestad,1,0,0.00,2026-03-24 16:54:17.215837
Saint Lucia,South Jillianmouth,1,0,0.00,2026-03-24 16:58:38.095922
Saint Helena,New Douglas,1,0,0.00,2026-03-24 16:54:42.972877
Lao People's Democratic Republic,Timothybury,1,0,0.00,2026-03-24 16:50:44.635212
Sri Lanka,Welchfurt,1,0,0.00,2026-03-24 16:55:41.134832
Nigeria,Edwardshire,1,0,0.00,2026-03-24 16:48:11.550819
Gambia,Suzannebury,1,0,0.00,2026-03-24 16:55:41.308827
Mongolia,Beanmouth,1,0,0.00,2026-03-24 16:48:47.344063
South Georgia and the South Sandwich Islands,Lake Michellemouth,1,0,0.00,2026-03-24 17:01:05.362809
Guyana,East Donald,1,0,0.00,2026-03-24 16:58:07.944588
Grenada,South Victor,1,0,0.00,2026-03-24 16:47:18.699414
Northern Mariana Islands,Bettyview,1,0,0.00,2026-03-24 16:54:43.531363
Malawi,South Dustinshire,1,0,0.00,2026-03-24 16:54:45.279735
Georgia,North Michael,1,0,0.00,2026-03-24 16:55:09.234961
Tanzania,Lake Timothychester,1,0,0.00,2026-03-24 16:47:18.489164
Bulgaria,Valdezport,1,0,0.00,2026-03-24 16:50:44.688230
Saint Pierre and Miquelon,New Jessicabury,1,0,0.00,2026-03-24 16:50:44.557790
Australia,New Jonathan,1,0,0.00,2026-03-24 16:57:44.672434
Tokelau,South Angela,1,0,0.00,2026-03-24 17:00:10.307963
Gambia,West Zacharyview,1,0,0.00,2026-03-24 16:58:08.833274
India,East Angelton,1,1,100.00,2026-03-24 17:01:45.605168
Anguilla,Alejandromouth,1,1,100.00,2026-03-24 16:53:10.578484
Armenia,Lake Kristyshire,1,1,100.00,2026-03-24 16:54:14.820542
Norfolk Island,Harrisshire,1,0,0.00,2026-03-24 16:47:43.948752
New Caledonia,Francisborough,1,0,0.00,2026-03-24 16:53:47.293787
North Macedonia,New Patriciachester,1,0,0.00,2026-03-24 16:56:04.745922
Swaziland,South Christine,1,1,100.00,2026-03-24 16:52:10.449473
Cambodia,East Larry,1,0,0.00,2026-03-24 16:59:14.716322
Marshall Islands,Gutierrezville,1,0,0.00,2026-03-24 17:01:42.774931
Togo,East Lori,1,0,0.00,2026-03-24 16:47:21.731338
British Virgin Islands,Whitebury,1,0,0.00,2026-03-24 16:52:43.160156
San Marino,North Kaitlinfort,1,0,0.00,2026-03-24 16:47:43.550203
Senegal,North Charles,1,1,100.00,2026-03-24 17:01:04.375360
Iran,New Nicolefort,1,0,0.00,2026-03-24 16:47:20.908946
Barbados,South Kimberlyberg,1,0,0.00,2026-03-24 16:57:14.413145
Panama,Port Julie,1,0,0.00,2026-03-24 16:55:42.331909
Belarus,New Ashleyland,1,0,0.00,2026-03-24 16:49:10.991081
Libyan Arab Jamahiriya,Michaelbury,1,1,100.00,2026-03-24 17:01:46.797037
Cambodia,Monroetown,1,0,0.00,2026-03-24 16:59:15.294500
United Kingdom,New Paul,1,1,100.00,2026-03-24 16:55:38.290145
Costa Rica,New Williamtown,1,0,0.00,2026-03-24 16:54:44.707892
Paraguay,Stonemouth,1,1,100.00,2026-03-24 16:47:23.130731
Puerto Rico,Grantmouth,1,0,0.00,2026-03-24 16:47:22.447008
Philippines,Rebeccaberg,1,0,0.00,2026-03-24 16:55:11.424828
Belgium,East Jasonview,1,0,0.00,2026-03-24 16:51:16.960699
Reunion,Suzannemouth,1,0,0.00,2026-03-24 16:53:44.245958
Afghanistan,East Anthony,1,1,100.00,2026-03-24 16:47:40.103037
Zimbabwe,South Rachelhaven,1,0,0.00,2026-03-24 16:59:40.622396
Samoa,Brownbury,1,0,0.00,2026-03-24 17:01:44.292303
Palau,Heatherton,1,0,0.00,2026-03-24 17:01:07.078131
Malawi,Lake Meganside,1,0,0.00,2026-03-24 16:58:38.017703
Macao,South Sarahville,1,0,0.00,2026-03-24 16:52:44.615012
Seychelles,Zunigaville,1,0,0.00,2026-03-24 16:47:20.754619
Antigua and Barbuda,South Sara,1,0,0.00,2026-03-24 16:54:46.086755
Brunei Darussalam,Davenportville,1,0,0.00,2026-03-24 16:52:09.579896
Antarctica (the territory South of 60 deg S),Mooreberg,1,1,100.00,2026-03-24 16:58:38.839660
Yemen,Port Cathy,1,0,0.00,2026-03-24 16:47:43.671914
New Caledonia,West Timothy,1,0,0.00,2026-03-24 16:47:15.079231
New Zealand,Suarezside,1,1,100.00,2026-03-24 16:58:39.598318
Ecuador,West Megan,1,0,0.00,2026-03-24 16:49:11.496203
United States Virgin Islands,West Brittanyview,1,1,100.00,2026-03-24 16:47:22.521845
United States of America,Keithberg,1,0,0.00,2026-03-24 16:54:15.755596
Belgium,Emilyland,1,0,0.00,2026-03-24 16:51:17.869625
Slovenia,North Kristinmouth,1,0,0.00,2026-03-24 16:58:11.341058
British Indian Ocean Territory (Chagos Archipelago),North Jaredview,1,0,0.00,2026-03-24 16:55:09.281631
Somalia,Christinaside,1,0,0.00,2026-03-24 16:47:21.653720
Brunei Darussalam,New Stacey,1,0,0.00,2026-03-24 17:01:43.870026
Belize,Port Robert,1,0,0.00,2026-03-24 17:01:46.107420
British Virgin Islands,Stokesfurt,1,0,0.00,2026-03-24 16:47:20.932606
Croatia,North Michaelmouth,1,0,0.00,2026-03-24 16:47:19.884615
Ghana,Melissaland,1,0,0.00,2026-03-24 16:47:22.132941
Mexico,Lake Lancestad,1,1,100.00,2026-03-24 16:47:21.488082
Cayman Islands,Scottchester,1,0,0.00,2026-03-24 16:49:12.223364
Tonga,Meyerberg,1,0,0.00,2026-03-24 16:50:43.724741
Timor-Leste,Port Jonathan,1,0,0.00,2026-03-24 16:47:21.276939
Belarus,East Christopher,1,0,0.00,2026-03-24 16:50:08.247179
Nigeria,Jimmyside,1,0,0.00,2026-03-24 16:55:07.379020
Netherlands Antilles,East Michaelfort,1,0,0.00,2026-03-24 16:50:43.441866
South Africa,East Michelle,1,0,0.00,2026-03-24 16:58:41.817588
Argentina,Atkinsville,1,0,0.00,2026-03-24 16:57:16.348897
Japan,Brittanybury,1,0,0.00,2026-03-24 16:47:18.546827
Estonia,North Jessica,1,0,0.00,2026-03-24 16:52:47.100455
Western Sahara,North James,1,0,0.00,2026-03-24 16:54:43.074337
Nepal,Cuevasview,1,0,0.00,2026-03-24 16:58:40.526841
Northern Mariana Islands,Brownview,1,0,0.00,2026-03-24 16:47:20.050536
Bangladesh,North Stacey,1,0,0.00,2026-03-24 16:58:42.108872
Turkey,South Wandaburgh,1,0,0.00,2026-03-24 16:49:10.351648
Trinidad and Tobago,Carrieton,1,0,0.00,2026-03-24 16:58:42.890733
Svalbard & Jan Mayen Islands,Lake Anthonybury,1,0,0.00,2026-03-24 16:53:44.313120
Malawi,New Jasonview,1,0,0.00,2026-03-24 16:50:43.423072
Vietnam,North Donald,1,0,0.00,2026-03-24 16:47:42.734580
Equatorial Guinea,Garretthaven,1,0,0.00,2026-03-24 16:49:08.010997
Dominican Republic,Murphychester,1,0,0.00,2026-03-24 16:47:19.708654
Cocos (Keeling) Islands,Camachoburgh,1,1,100.00,2026-03-24 16:59:16.269987
Madagascar,Port Nicolefurt,1,1,100.00,2026-03-24 16:57:46.103060
Palau,Port William,1,0,0.00,2026-03-24 16:47:22.800204
Venezuela,Bentonmouth,1,0,0.00,2026-03-24 16:52:46.284385
French Guiana,West Anthonyview,1,1,100.00,2026-03-24 16:51:40.670280
Albania,Anthonymouth,1,0,0.00,2026-03-24 16:59:40.858257
Philippines,Shannonmouth,1,0,0.00,2026-03-24 16:50:45.427851
Congo,Bryantfurt,1,1,100.00,2026-03-24 16:47:40.103037
Afghanistan,Bryantown,1,0,0.00,2026-03-24 16:47:43.483900
Cocos (Keeling) Islands,Michellemouth,1,0,0.00,2026-03-24 16:50:06.084079
Saint Vincent and the Grenadines,Fosterfort,1,1,100.00,2026-03-24 16:56:08.377069
Nicaragua,New Gina,1,1,100.00,2026-03-24 16:52:43.362027
Morocco,North Jessica,1,0,0.00,2026-03-24 16:47:18.838063
Bahrain,New Brenda,1,0,0.00,2026-03-24 16:57:43.829002
Jersey,North Dennishaven,1,1,100.00,2026-03-24 17:00:43.026843
Libyan Arab Jamahiriya,Riceburgh,1,0,0.00,2026-03-24 16:50:44.942473
Angola,New Robert,1,0,0.00,2026-03-24 16:57:45.659552
Botswana,Dannytown,1,0,0.00,2026-03-24 17:00:11.148934
Lithuania,Jasonburgh,1,0,0.00,2026-03-24 16:48:12.325830
Canada,Knightland,1,1,100.00,2026-03-24 16:53:45.416562
Barbados,Courtneyburgh,1,1,100.00,2026-03-24 16:55:11.221529
Liechtenstein,Ryanfurt,1,0,0.00,2026-03-24 16:51:17.836345
Cayman Islands,New Ryan,1,0,0.00,2026-03-24 16:54:15.797929
Aruba,Lake Jill,1,0,0.00,2026-03-24 16:52:47.640151
Guinea,North Loriside,1,1,100.00,2026-03-24 16:57:43.112995
Gambia,Lake Lisaberg,1,1,100.00,2026-03-24 17:01:04.776644
Cayman Islands,Johnhaven,1,1,100.00,2026-03-24 16:56:34.603281
Guyana,West Angelaland,1,0,0.00,2026-03-24 16:51:13.388723
Congo,West Amandachester,1,0,0.00,2026-03-24 16:52:45.393397
Libyan Arab Jamahiriya,South Melanie,1,1,100.00,2026-03-24 16:53:44.177400
Barbados,Collinsland,1,0,0.00,2026-03-24 16:58:08.046724
Vietnam,Simmonsshire,1,0,0.00,2026-03-24 16:47:17.944702
Zimbabwe,Kellyberg,1,0,0.00,2026-03-24 16:49:29.778278
Cuba,Marshallville,1,0,0.00,2026-03-24 17:00:11.057250
Czech Republic,Kathrynborough,1,1,100.00,2026-03-24 16:57:13.221567
Nauru,Juliemouth,1,0,0.00,2026-03-24 16:58:41.454373
Central African Republic,Garzashire,1,0,0.00,2026-03-24 16:50:44.762320
Saint Helena,Cassandrahaven,1,1,100.00,2026-03-24 16:51:41.476930
Palestinian Territory,Port Timothy,1,0,0.00,2026-03-24 16:58:41.468980
Ethiopia,Blackfort,1,1,100.00,2026-03-24 16:55:11.630526
Mali,North Debra,1,0,0.00,2026-03-24 16:52:12.744707
